	Music	Slow songs or fast songs	Dance	Folk	Country	Classical music	Musical	Pop	Rock	Metal or Hardrock	Punk	Hiphop, Rap	Reggae, Ska	Swing, Jazz	Rock n roll	Alternative	Latino	Techno, Trance	Opera	Movies	Horror	Thriller	Comedy	Romantic	Sci-fi	War	Fantasy/Fairy tales	Animated	Documentary	Western	Action	History	Psychology	Politics	Mathematics	Physics	Internet	PC	Economy Management	Biology	Chemistry	Reading	Geography	Foreign languages	Medicine	Law	Cars	Art exhibitions	Religion	Countryside, outdoors	Dancing	Musical instruments	Writing	Passive sport	Active sport	Gardening	Celebrities	Shopping	Science and technology	Theatre	Fun with friends	Adrenaline sports	Pets	Flying	Storm	Darkness	Heights	Spiders	Snakes	Rats	Ageing	Dangerous dogs	Fear of public speaking	Healthy eating	Daily events	Prioritising workload	Writing notes	Workaholism	Thinking ahead	Final judgement	Reliability	Keeping promises	Loss of interest	Friends versus money	Funniness	Fake	Criminal damage	Decision making	Elections	Self-criticism	Judgment calls	Hypochondria	Eating to survive	Giving	Compassion to animals	Borrowed stuff	Loneliness	Cheating in school	Health	Changing the past	God	Dreams	Charity	Number of friends	Waiting	New environment	Mood swings	Appearence and gestures	Socializing	Achievements	Responding to a serious letter	Children	Assertiveness	Getting angry	Knowing the right people	Public speaking	Unpopularity	Life struggles	Happiness in life	Energy levels	Small - big dogs	Personality	Finding lost valuables	Getting up	Interests or hobbies	Parents' advice	Questionnaires or polls	Finances	Shopping centres	Branded clothing	Entertainment spending	Spending on looks	Spending on gadgets	Spending on healthy eating	Age	Height	Weight	Number of siblings	Gender_female	Gender_male	Left_right_handed_left handed	Left_right_handed_right handed	Only_child_no	Only_child_yes	Village_town_city	Village_town_village	House_block_of_flats_block of flats	House_block_of_flats_house/bungalow	Smoking	Alcohol	Punctuality	Lying	Internet_usage	Education
494	5.0	3.0	2.0	2.0	1.0	2.0	4.0	2.0	5.0	2.0	2.0	1.0	4.0	5.0	4.0	5.0	2.0	1.0	2.0	5.0	2.0	3.0	5.0	5.0	3.0	3.0	3.0	4.0	3.0	1.0	1.0	2.0	4.0	2.0	4.0	3.0	4.0	2.0	4.0	3.0	2.0	3.0	3.0	4.0	4.0	3.0	2.0	4.0	2.0	4.0	1.0	1.0	1.0	3.0	3.0	2.0	3.0	4.0	2.0	3.0	5.0	4.0	1.0	2.0	2.0	1.0	2.0	1.0	2.0	2.0	3.0	3.0	1.0	4.0	2.0	3.0	5.0	4.0	4.0	1.0	5.0	4.0	2.0	5.0	4.0	2.0	1.0	2.0	5.0	5.0	3.0	2.0	2.0	4.0	3.0	4.0	3.0	5.0	4.0	4.0	5.0	3.0	3.0	5.0	3.0	5.0	5.0	4.0	5.0	3.0	3.0	5.0	3.0	4.0	4.0	3.0	5.0	5.0	3.0	4.0	3.0	4.0	2.0	4.0	2.0	4.0	4.0	3.0	4.0	1.0	4.0	3.0	2.0	4.0	2.333333333333333	1.3640776699029118	1.3081664098613244	1.4	1	0	0	1	1	0	1	0	1	0	2.0	2.0	3.0	3.0	2.0	3.0
905	5.0	3.0	4.0	3.0	2.0	3.0	4.0	4.0	3.0	2.0	3.0	4.0	4.0	2.0	5.0	3.0	2.0	2.0	3.0	3.0	4.0	2.0	2.0	2.0	4.0	4.0	4.0	3.0	2.0	2.0	3.0	3.0	4.0	3.0	2.0	2.0	5.0	4.0	3.0	2.0	1.0	2.0	2.0	5.0	4.0	4.0	3.0	3.0	5.0	4.0	2.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	3.0	3.6666666666666665	4.0	3.0	5.0	4.0	1.0	1.0	2.0	4.0	4.0	5.0	5.0	4.0	3.0	4.0	3.0	3.0	4.0	4.0	2.0	2.0	4.0	5.0	4.0	1.0	4.0	3.0	2.0	3.0	2.0	2.0	4.0	3.0	3.0	2.0	2.0	5.0	2.0	5.0	2.0	3.0	3.0	4.0	3.0	4.0	3.0	4.0	2.0	2.0	5.0	2.0	2.0	5.0	5.0	4.0	1.0	2.0	2.0	4.0	5.0	3.0	4.0	2.0	2.0	5.0	5.0	4.0	4.0	3.0	3.0	5.0	4.0	4.0	4.0	5.0	1.4854368932038824	1.5392912172573183	1.8	0	1	0	1	1	0	1	0	1	0	1.0	2.0	3.0	2.0	2.0	4.0
472	3.0	3.0	2.0	2.0	4.0	3.0	2.0	4.0	3.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	3.0	5.0	4.0	5.0	2.0	2.0	2.0	1.0	1.0	4.0	2.0	1.0	2.0	1.0	1.0	5.0	4.0	3.0	1.0	2.0	4.0	2.0	1.0	4.0	1.0	2.0	1.0	2.0	1.0	1.0	3.0	1.0	1.0	3.0	5.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	2.0	3.0	4.0	2.0	4.0	1.0	1.0	1.0	4.0	1.0	5.0	2.0	2.0	2.0	2.0	4.0	2.0	3.0	3.0	4.0	4.0	4.0	4.0	2.0	5.0	3.0	2.0	5.0	4.0	3.0	5.0	2.0	4.0	4.0	5.0	2.0	3.0	3.0	4.0	3.0	2.0	1.0	2.0	2.0	3.0	3.0	2.0	3.0	3.0	2.0	1.0	3.0	3.0	5.0	4.0	3.0	3.0	2.0	4.0	3.0	3.0	3.0	1.0	3.0	1.0	3.0	1.0	4.0	3.0	2.0	2.0	4.0	4.333333333333332	3.912621359223298	3.080123266563942	1.4	0	1	0	1	1	0	0	1	1	0	1.0	2.0	2.0	2.0	2.0	5.0
789	5.0	3.0	3.0	1.0	1.0	3.0	1.0	3.0	2.0	1.0	1.0	4.0	3.0	5.0	3.0	4.0	3.0	3.0	2.0	5.0	2.0	2.0	3.0	2.0	3.0	1.0	4.0	4.0	5.0	1.0	3.0	3.0	5.0	2.0	1.0	1.0	4.0	4.0	2.0	3.0	1.0	4.0	3.0	3.0	5.0	2.0	1.0	4.0	5.0	2.0	3.0	3.0	4.0	1.0	3.0	1.0	1.0	5.0	3.0	1.0	2.3333333333333335	1.0	1.0	2.0	1.0	2.0	2.0	2.0	5.0	4.0	1.0	3.0	2.0	4.0	3.0	1.0	3.0	3.0	3.0	3.0	3.0	3.0	4.0	3.0	3.0	2.0	2.0	3.0	5.0	4.0	5.0	2.0	1.0	3.0	5.0	3.0	3.0	4.0	3.0	1.0	5.0	3.0	1.0	2.0	4.0	5.0	3.0	5.0	4.0	3.0	4.0	3.0	4.0	4.0	3.0	4.0	4.0	3.0	3.0	4.0	3.0	3.0	5.0	4.0	3.0	3.0	5.0	1.0	4.0	1.0	2.0	5.0	1.0	4.0	2.333333333333333	1.0	1.0770416024653313	1.4	0	1	0	1	1	0	0	1	0	1	2.0	3.0	3.0	3.0	1.0	4.0
773	5.0	3.0	2.0	1.0	1.0	4.0	3.0	3.0	4.0	1.0	2.0	4.0	2.0	2.0	3.0	4.0	4.0	5.0	4.0	5.0	2.0	3.0	5.0	5.0	3.0	1.0	4.0	5.0	5.0	2.0	3.0	3.0	4.0	2.0	2.0	2.0	5.0	5.0	4.0	3.0	1.0	4.0	5.0	5.0	3.0	3.0	3.0	5.0	3.0	5.0	5.0	4.0	4.0	3.0	4.0	4.0	4.0	5.0	5.0	5.0	5.0	5.0	5.0	3.0	2.0	2.0	2.0	3.0	5.0	3.0	3.0	3.0	2.0	4.0	3.0	3.0	2.0	2.0	5.0	2.0	2.0	5.0	1.0	3.0	4.0	1.0	1.0	5.0	1.0	5.0	5.0	2.0	1.0	1.0	5.0	5.0	5.0	5.0	2.0	2.0	3.0	4.0	3.0	2.0	2.0	5.0	4.0	3.0	5.0	3.0	2.0	5.0	3.0	3.0	3.0	1.0	5.0	3.0	3.0	4.0	1.0	3.0	5.0	3.0	4.0	5.0	5.0	1.0	5.0	3.0	5.0	5.0	5.0	5.0	2.333333333333333	1.3640776699029118	1.0	2.2	1	0	0	1	0	1	1	0	0	1	4.0	3.0	1.0	3.0	3.0	4.0
418	5.0	1.0	4.0	4.0	2.0	2.0	3.0	5.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0	2.0	4.0	1.0	2.0	5.0	1.0	5.0	5.0	4.0	3.0	1.0	3.0	3.0	3.0	1.0	2.0	1.0	2.0	2.0	1.0	2.0	3.0	1.0	4.0	2.0	1.0	5.0	2.0	5.0	1.0	2.0	1.0	2.0	3.0	3.0	1.0	1.0	1.0	1.0	3.0	3.0	3.0	5.0	3.0	5.0	2.3333333333333335	2.0	5.0	3.0	4.0	3.0	4.0	5.0	5.0	5.0	2.0	4.0	3.0	3.0	4.0	3.0	5.0	3.0	4.0	3.0	4.0	4.0	3.0	4.0	3.0	3.0	1.0	3.0	2.0	2.0	4.0	1.0	2.0	1.0	4.0	4.0	2.0	4.0	3.0	4.0	5.0	4.0	2.0	2.0	2.0	3.0	3.0	3.0	2.0	2.0	3.0	4.0	3.0	4.0	3.0	5.0	4.0	5.0	4.0	4.0	1.0	3.0	3.0	1.0	2.0	3.0	3.0	3.0	5.0	3.0	1.0	2.0	1.0	1.0	2.0	2.2135922330097095	1.693374422187981	1.4	1	0	0	1	1	0	0	1	0	1	2.0	2.0	3.0	3.0	3.0	2.0
5	5.0	3.0	2.0	3.0	2.0	3.0	3.0	2.0	5.0	5.0	3.0	4.0	3.0	4.0	4.0	5.0	3.0	1.0	3.0	5.0	5.0	5.0	5.0	2.0	3.0	3.0	4.0	3.0	3.0	2.0	4.0	5.0	3.0	4.0	2.0	3.0	4.0	4.0	1.0	4.0	4.0	3.0	3.0	4.0	4.0	3.0	5.0	2.0	2.0	5.0	1.0	5.0	1.0	5.0	4.0	2.0	1.0	2.0	3.0	1.0	2.3333333333333335	3.0	2.0	3.0	2.0	2.0	2.0	1.0	2.0	2.0	1.0	1.0	3.0	2.0	2.0	2.0	3.0	3.0	3.0	1.0	3.0	4.0	3.0	2.0	3.0	1.0	4.0	2.0	5.0	4.0	4.0	1.0	2.0	3.0	5.0	5.0	2.0	4.0	3.0	3.0	3.0	3.0	2.0	3.0	3.0	4.0	3.0	3.0	4.0	2.0	2.0	3.0	4.0	3.0	4.0	4.0	4.0	3.0	3.0	4.0	4.0	3.0	3.0	3.0	5.0	3.0	4.0	2.0	3.0	3.0	3.0	1.0	4.0	4.0	2.666666666666666	3.912621359223298	3.0030816640986107	1.4	0	1	0	1	1	0	1	0	1	0	1.0	1.0	3.0	3.0	2.0	3.0
414	5.0	3.0	4.0	3.0	2.0	5.0	3.0	5.0	3.0	2.0	1.0	3.0	2.0	3.0	4.0	4.0	2.0	2.0	2.0	5.0	4.0	3.0	4.0	4.0	3.0	2.0	4.0	4.0	4.0	1.0	2.0	4.0	5.0	3.0	3.0	1.0	5.0	4.0	4.0	2.0	1.0	5.0	4.0	5.0	1.0	1.0	1.0	3.0	3.0	2.0	1.0	1.0	5.0	1.0	1.0	1.0	1.0	4.0	5.0	4.0	5.0	1.0	3.0	1.0	2.0	3.0	4.0	4.0	4.0	4.0	1.0	4.0	1.0	3.0	3.0	3.0	3.0	3.0	2.0	1.0	4.0	3.0	5.0	4.0	5.0	1.0	1.0	2.0	4.0	2.0	5.0	1.0	3.0	2.0	2.0	2.0	1.0	3.0	2.0	1.0	1.0	4.0	2.0	5.0	4.0	5.0	2.0	5.0	5.0	4.0	4.0	5.0	5.0	1.0	4.0	4.0	1.0	3.0	5.0	5.0	1.0	3.0	4.0	3.0	5.0	3.0	4.0	3.0	5.0	4.0	3.0	3.0	4.0	4.0	2.0	1.6067961165048565	1.3852080123266557	1.8	0	1	0	1	1	0	1	0	1	0	2.0	2.0	1.0	4.0	2.0	4.0
2	5.0	5.0	2.0	2.0	3.0	4.0	5.0	3.0	5.0	3.0	4.0	1.0	4.0	3.0	5.0	5.0	5.0	1.0	3.0	5.0	3.0	4.0	4.0	2.0	4.0	2.0	5.0	5.0	2.0	2.0	1.0	1.0	2.0	1.0	5.0	2.0	4.0	2.0	4.0	1.0	1.0	5.0	2.0	5.0	2.0	3.0	1.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	2.0	1.0	1.0	4.0	2.0	5.0	5.0	5.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	3.0	1.0	2.0	5.0	3.0	5.0	3.0	4.0	5.0	1.0	5.0	2.0	4.0	1.0	3.0	5.0	4.0	4.0	1.0	5.0	5.0	4.0	2.0	5.0	3.0	2.0	5.0	5.0	1.0	3.0	3.0	2.0	3.0	4.0	3.0	5.0	3.0	4.0	4.0	3.0	4.0	3.0	2.0	4.0	4.0	4.0	4.0	3.0	3.0	3.0	4.0	5.0	3.0	1.0	2.0	4.0	1.0	4.0	3.0	4.0	2.0	2.666666666666666	2.699029126213592	2.2326656394452993	1.8	1	0	0	1	1	0	1	0	1	0	2.0	3.0	1.0	2.0	2.0	3.0
332	4.0	3.0	3.0	2.0	3.0	3.0	5.0	3.0	2.0	1.0	1.0	2.0	3.0	1.0	1.0	1.0	5.0	1.0	1.0	5.0	3.0	1.0	5.0	5.0	1.0	2.0	5.0	5.0	3.0	2.0	3.0	3.0	3.0	2.0	4.0	4.0	5.0	2.0	1.0	5.0	5.0	5.0	3.0	3.0	5.0	2.0	2.0	2.0	5.0	5.0	4.0	1.0	4.0	5.0	3.0	3.0	1.0	3.0	3.0	4.0	2.3333333333333335	1.0	5.0	5.0	5.0	4.0	3.0	3.0	4.0	2.0	5.0	5.0	1.0	3.0	3.0	3.0	5.0	2.0	2.0	5.0	4.0	5.0	3.0	3.0	1.0	1.0	1.0	5.0	3.0	4.0	5.0	1.0	3.0	3.0	4.0	5.0	5.0	2.0	5.0	3.0	5.0	2.0	1.0	2.0	3.0	1.0	5.0	3.0	2.0	3.0	5.0	5.0	1.0	3.0	2.0	5.0	3.0	5.0	3.0	3.0	1.0	3.0	4.0	3.0	2.0	4.0	3.0	5.0	1.0	3.0	1.0	2.0	1.0	2.0	3.333333333333333	1.3640776699029118	1.693374422187981	1.8	1	0	0	1	1	0	0	1	0	1	2.0	2.0	3.0	2.0	2.0	3.0
644	5.0	4.0	4.0	2.0	1.0	4.0	4.0	3.0	2.0	1.0	1.0	4.0	2.0	3.0	2.0	4.0	4.0	5.0	3.0	4.0	1.0	4.0	5.0	1.0	4.0	5.0	3.0	3.0	5.0	4.0	5.0	5.0	2.0	5.0	3.0	4.0	5.0	4.0	2.0	4.0	2.0	4.0	5.0	2.0	2.0	3.0	5.0	4.0	3.0	5.0	2.0	2.0	2.0	5.0	5.0	5.0	4.0	4.0	5.0	3.0	5.0	3.0	5.0	1.0	3.0	1.0	2.0	1.0	2.0	1.0	2.0	4.0	3.0	3.0	4.0	2.0	2.0	4.0	4.0	1.0	4.0	4.0	2.0	5.0	4.0	3.0	4.0	4.0	5.0	4.0	4.0	1.0	1.0	4.0	4.0	5.0	3.0	5.0	4.0	4.0	2.0	3.0	2.0	3.0	3.0	3.0	4.0	4.0	3.0	3.0	3.0	3.0	4.0	3.0	4.0	5.0	4.0	4.0	4.0	4.0	2.0	3.0	5.0	3.0	4.0	4.0	3.0	4.0	4.0	4.0	5.0	4.0	4.0	5.0	3.666666666666666	3.0631067961165037	3.0030816640986107	1.4	1	0	0	1	1	0	0	1	0	1	2.0	2.0	1.0	3.0	2.0	2.0
915	5.0	1.0	3.0	2.0	1.0	3.0	1.0	3.0	4.0	4.0	3.0	3.0	3.0	3.0	3.0	5.0	5.0	1.0	2.0	5.0	5.0	3.0	4.0	5.0	3.0	3.0	5.0	4.0	4.0	2.0	3.0	5.0	5.0	3.0	2.0	1.0	2.0	1.0	2.0	1.0	5.0	5.0	2.0	4.0	2.0	5.0	1.0	5.0	2.0	2.0	5.0	5.0	4.0	5.0	5.0	3.0	2.0	5.0	1.0	5.0	5.0	3.0	1.0	1.0	1.0	2.0	1.0	2.0	2.0	2.0	1.0	3.0	1.0	2.0	5.0	3.0	5.0	2.0	4.0	3.0	3.0	3.0	2.0	4.0	5.0	2.0	5.0	2.0	5.0	3.0	5.0	3.0	2.0	5.0	3.0	3.0	3.0	5.0	3.0	4.0	5.0	3.0	2.0	3.0	3.0	5.0	3.0	3.0	3.0	3.0	1.0	5.0	5.0	4.0	3.0	1.0	5.0	5.0	3.0	4.0	4.0	3.0	5.0	2.0	5.0	4.0	2.0	2.0	3.0	5.0	4.0	4.0	3.0	3.0	3.0	1.3640776699029118	1.0	1.4	1	0	0	1	1	0	1	0	0	1	3.0	2.0	1.0	1.0	2.0	2.0
731	4.0	3.0	3.0	5.0	5.0	5.0	4.0	3.0	4.0	2.0	1.0	1.0	4.0	4.0	4.0	3.0	5.0	1.0	4.0	5.0	1.0	1.0	4.0	5.0	4.0	3.0	5.0	4.0	4.0	3.0	2.0	5.0	5.0	5.0	5.0	3.0	3.0	3.0	5.0	2.0	2.0	5.0	5.0	5.0	3.0	4.0	1.0	3.0	3.0	5.0	5.0	5.0	2.0	5.0	5.0	4.0	2.0	5.0	5.0	4.0	3.6666666666666665	2.0	5.0	4.0	2.0	2.0	3.0	2.0	4.0	4.0	4.0	3.0	2.0	4.0	4.0	3.0	5.0	4.0	4.0	5.0	4.0	5.0	4.0	4.0	5.0	3.0	2.0	2.0	4.0	2.0	4.0	3.0	3.0	3.0	5.0	5.0	3.0	3.0	3.0	2.0	5.0	4.0	3.0	4.0	2.0	4.0	4.0	5.0	3.0	2.0	3.0	5.0	5.0	3.0	3.0	2.0	4.0	3.0	3.0	4.0	5.0	3.2927072927072927	3.0	4.0	5.0	3.0	3.0	3.0	4.0	2.0	3.0	3.0	2.0	4.0	4.0	1.4854368932038824	1.3081664098613244	1.8	1	0	0	1	1	0	1	0	1	0	2.0	2.0	2.0	2.0	2.0	4.0
678	5.0	3.0	2.0	2.0	1.0	2.0	2.0	1.0	5.0	2.0	5.0	3.0	5.0	4.0	5.0	5.0	2.0	3.0	1.0	5.0	5.0	3.0	5.0	5.0	3.0	3.0	5.0	5.0	5.0	1.0	1.0	3.0	4.0	2.0	1.0	1.0	5.0	4.0	1.0	2.0	1.0	5.0	5.0	5.0	3.0	1.0	1.0	5.0	4.0	5.0	2.0	4.0	3.0	1.0	5.0	3.0	2.0	3.0	3.0	3.0	5.0	2.0	5.0	3.0	1.0	2.0	1.0	1.0	2.0	3.0	3.0	5.0	5.0	3.0	2.0	3.0	4.0	2.0	2.0	1.0	2.0	3.0	1.0	5.0	1.0	2.0	4.0	4.0	1.0	3.0	5.0	1.0	1.0	3.0	5.0	5.0	3.0	5.0	3.0	3.0	2.0	4.0	3.0	3.0	1.0	1.0	5.0	3.0	1.0	3.0	3.0	5.0	5.0	3.0	2.0	5.0	3.0	5.0	4.0	3.0	3.0	4.0	1.0	5.0	4.0	4.0	3.0	4.0	1.0	1.0	2.0	1.0	1.0	4.0	3.0	3.7912621359223273	2.4637904468412923	1.0	1	0	0	1	1	0	1	0	1	0	2.0	2.0	3.0	3.0	2.0	4.0
348	5.0	4.0	3.0	5.0	2.0	5.0	5.0	4.0	2.0	1.0	1.0	1.0	2.0	5.0	5.0	3.0	3.0	2.0	5.0	5.0	1.0	1.0	5.0	2.0	3.0	1.0	5.0	5.0	5.0	3.0	4.0	3.0	2.0	1.0	3.0	3.0	4.0	4.0	1.0	4.0	4.0	4.0	4.0	2.0	3.0	1.0	1.0	2.0	1.0	5.0	5.0	5.0	1.0	1.0	5.0	5.0	1.0	4.0	4.0	5.0	5.0	4.0	4.0	1.0	1.0	2.0	1.0	5.0	3.0	2.0	4.0	2.0	1.0	4.0	4.0	3.0	3.0	3.0	3.0	1.0	4.0	4.0	2.0	5.0	5.0	4.0	3.0	5.0	4.0	4.0	5.0	1.0	1.0	4.0	2.0	4.0	3.0	2.0	2.0	3.0	3.0	5.0	1.0	4.0	3.0	4.0	4.0	5.0	2.0	2.0	2.0	3.0	3.0	3.0	4.0	4.0	1.0	1.0	5.0	5.0	2.0	4.0	2.0	3.0	5.0	3.0	3.0	2.0	4.0	2.0	4.0	5.0	5.0	3.0	1.333333333333333	3.4271844660194155	2.848998459167948	1.4	0	1	0	1	1	0	1	0	1	0	1.0	1.0	2.0	2.0	2.0	3.0
376	5.0	5.0	3.1128871128871127	1.0	1.0	1.0	1.0	4.0	1.0	1.0	1.0	5.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	5.0	2.0	3.0	5.0	5.0	1.0	1.0	5.0	5.0	5.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	5.0	3.0	1.0	1.0	3.0	3.0	1.0	1.0	1.0	1.0	3.0	4.0	1.0	1.0	4.0	5.0	1.911823647294589	3.0	3.0	2.0	2.0	3.6666666666666665	1.0	5.0	3.0	4.0	5.0	4.0	5.0	2.0	2.0	1.0	2.0	3.0	3.0	5.0	2.0	4.0	3.0	5.0	1.0	5.0	4.0	1.0	5.0	1.0	1.0	5.0	5.0	5.0	5.0	5.0	1.0	1.0	3.0	5.0	4.0	2.0	5.0	5.0	1.0	1.0	3.0	3.0	4.0	1.0	4.0	3.0	2.0	5.0	1.0	3.0	5.0	2.0	5.0	1.0	5.0	5.0	5.0	4.0	5.0	1.0	4.0	5.0	5.0	5.0	4.0	2.0	1.0	5.0	2.0	3.0	1.0	1.0	1.0	2.666666666666666	1.9708737864077683	1.3852080123266557	1.4	1	0	0	1	1	0	1	0	1	0	3.0	2.0	1.0	2.0	2.0	3.0
11	5.0	3.0	1.0	1.0	1.0	4.0	1.0	2.0	5.0	1.0	1.0	1.0	1.0	2.0	2.0	5.0	2.0	1.0	2.0	5.0	3.0	4.0	4.0	3.0	2.0	5.0	5.0	5.0	5.0	1.0	4.0	2.0	2.0	5.0	1.0	1.0	5.0	4.0	1.0	1.0	1.0	3.0	5.0	2.0	1.0	3.0	1.0	5.0	1.0	5.0	1.0	1.0	1.0	5.0	3.0	1.0	2.0	3.0	3.0	1.0	2.3333333333333335	1.0	1.0	4.0	1.0	1.0	3.0	5.0	5.0	5.0	5.0	5.0	5.0	3.0	3.0	1.0	5.0	3.0	1.0	1.0	3.0	3.0	3.0	3.0	5.0	3.0	5.0	3.0	1.0	5.0	3.0	5.0	1.0	1.0	2.0	2.0	4.0	5.0	2.0	3.0	1.0	3.0	3.0	4.0	3.0	5.0	5.0	2.0	5.0	3.0	3.0	5.0	4.0	3.0	5.0	5.0	2.0	4.0	3.0	3.0	1.0	3.0	3.0	5.0	4.0	4.0	4.0	2.0	2.0	1.0	3.0	1.0	1.0	2.0	1.666666666666666	2.699029126213592	1.693374422187981	1.4	1	0	0	1	1	0	1	0	1	0	2.0	1.0	1.0	1.0	2.0	2.0
169	5.0	3.0	2.0	1.0	2.0	4.0	4.0	3.0	5.0	4.0	3.0	1.0	1.0	3.0	3.0	4.0	1.0	1.0	1.0	5.0	3.0	2.0	2.0	1.0	2.0	4.0	3.0	5.0	3.0	2.0	3.0	4.0	2.0	2.0	1.0	1.0	3.0	1.0	1.0	2.0	1.0	5.0	3.0	5.0	1.0	2.0	1.0	4.0	2.0	3.0	1.0	4.0	4.0	1.0	1.0	1.0	1.0	3.0	1.0	5.0	3.6666666666666665	3.0	4.0	1.0	2.0	1.0	1.0	5.0	3.0	1.0	1.0	1.0	3.0	3.0	1.0	3.0	5.0	3.0	4.0	1.0	2.0	4.0	5.0	3.0	3.0	4.0	5.0	2.0	5.0	2.0	5.0	3.0	4.0	3.0	4.0	5.0	4.0	5.0	3.0	3.0	1.0	3.0	1.0	3.0	3.0	4.0	4.0	3.0	2.0	1.0	1.0	2.0	4.0	3.0	2.0	2.0	3.0	3.0	2.0	3.0	2.0	3.0	2.0	4.0	4.0	3.0	5.0	5.0	2.0	3.0	3.0	2.0	2.0	3.0	2.333333333333333	1.0	1.462249614791987	1.8	1	0	0	1	0	1	0	1	0	1	4.0	2.0	1.0	2.0	2.0	3.0
963	5.0	4.0	3.0	2.0	2.0	3.0	3.0	4.0	3.0	2.0	1.0	5.0	3.0	3.0	3.0	2.0	2.0	3.0	2.0	5.0	3.0	3.0	5.0	3.0	4.0	4.0	3.0	4.0	4.0	2.0	4.0	2.0	1.0	1.0	5.0	4.0	5.0	5.0	3.0	2.0	1.0	1.0	2.0	2.0	2.0	1.0	3.0	1.0	1.0	4.0	2.0	1.0	1.0	5.0	4.0	2.0	3.0	2.0	5.0	2.0	5.0	3.0	4.0	1.0	1.0	1.0	1.0	1.0	3.0	2.0	2.0	2.0	2.0	3.0	2.0	4.0	2.0	5.0	4.0	5.0	4.0	5.0	1.0	4.0	4.0	2.0	2.0	3.0	4.0	3.0	4.0	1.0	4.0	3.0	3.0	4.0	2.0	4.0	3.0	2.0	3.0	4.0	2.0	3.0	3.0	4.0	2.0	4.0	4.0	3.0	3.0	3.0	3.5174476570289133	2.0	5.0	2.0	3.0	1.0	4.0	4.0	4.0	3.0	2.0	4.0	3.0	3.0	2.0	3.0	2.0	3.0	4.0	2.0	5.0	4.0	2.333333333333333	3.6699029126213567	2.848998459167948	1.8	0	1	1	0	0	1	1	0	1	0	4.0	2.0	1.0	2.0	1.0	3.0
615	3.0	3.0	4.0	1.0	5.0	4.0	1.0	3.0	5.0	3.0	2.0	1.0	4.0	3.0	5.0	1.0	4.0	4.0	1.0	5.0	5.0	5.0	5.0	1.0	4.0	5.0	4.0	4.0	5.0	2.0	5.0	4.0	4.0	2.0	3.0	4.0	5.0	5.0	1.0	5.0	5.0	1.0	4.0	2.0	5.0	2.0	5.0	1.0	1.0	1.0	1.0	2.0	1.0	5.0	4.0	1.0	1.0	2.0	5.0	1.0	5.0	3.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4.0	3.0	1.0	4.0	2.0	1.0	1.0	5.0	1.0	5.0	1.0	3.0	1.0	5.0	1.0	2.0	1.0	3.0	5.0	1.0	5.0	1.0	2.0	2.0	4.0	1.0	1.0	3.0	5.0	3.0	4.0	1.0	1.0	3.0	3.0	5.0	3.0	1.0	1.0	1.0	1.0	5.0	5.0	3.0	3.0	1.0	3.0	2.0	1.0	1.0	3.0	1.0	4.0	3.0	2.0	2.0	1.0	2.333333333333333	2.941747572815533	2.5408320493066237	1.4	0	1	0	1	0	1	1	0	1	0	2.0	2.0	1.0	2.0	2.0	3.0
986	5.0	5.0	2.0	1.0	1.0	1.0	1.0	1.0	5.0	5.0	4.0	5.0	2.0	1.0	4.0	2.0	1.0	2.0	1.0	5.0	4.0	5.0	4.0	1.0	4.0	4.0	1.0	1.0	4.0	3.0	5.0	4.0	1.0	2.0	1.0	1.0	5.0	5.0	2.0	1.0	1.0	2.0	2.0	4.0	1.0	1.0	2.0	1.0	1.0	3.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0	3.0	1.0	2.3333333333333335	1.0	5.0	5.0	3.0	1.0	5.0	3.0	5.0	3.0	1.0	3.0	3.0	1.0	3.0	1.0	1.0	1.0	2.0	1.0	2.0	3.0	1.0	1.0	2.0	3.0	4.0	2.0	3.0	2.0	4.0	1.0	2.0	1.0	3.0	2.0	2.0	4.0	1.0	2.0	1.0	3.0	1.0	3.0	3.0	2.0	2.0	2.0	3.0	1.0	3.0	3.0	4.0	3.0	1.0	4.0	2.0	1.0	2.0	3.0	3.0	3.0	1.0	4.0	3.0	1.0	1.0	3.0	2.0	3.0	1.0	2.0	3.0	2.0	3.0	2.2135922330097095	3.2342064714946046	1.0	1	0	0	1	1	0	1	0	0	1	2.0	2.0	1.0	2.0	2.0	3.0
